symbol,year,growth_rate
BWA,2015,0.010356152354189624
DVA,2014,0.006644269332267636
COO,2019,0.00926759749889083
TEL,2015,0.008377897517321263
CME,2022,0.011655032949657697
ESS,2016,0.009912374381195865
CCI,2015,0.007311275050331873
XOM,2019,0.006522629979407432
ANSS,2016,0.008881857973348907
ITW,2022,0.008688790288068158
MCD,2015,0.007616669042979779
NUE,2018,0.01013013747316651
STZ,2018,0.008328897996580322
AAP,2016,0.010987686166442788
STX,2013,0.013012139057361566
WM,2018,0.005607451570070503
GNRC,2022,0.0226222072917042
MA,2020,0.013260032570987536
CI,2022,0.015377414669968843
ABBV,2019,0.009154816055323818
CHRW,2021,0.010426064134801846
EQIX,2016,0.010841173854019554
INTU,2017,0.006438589125617062
FANG,2021,0.024168635744120752
ICE,2020,0.01203632887709905
CTAS,2015,0.007120944989676451
NVDA,2016,0.014623806046185165
CVX,2022,0.017087695411512525
PXD,2014,0.013965134447884619
HAL,2015,0.015504603600364411
K,2016,0.007409994292939091
BAX,2019,0.00797574293226654
LHX,2022,0.0164820294870037
HOLX,2021,0.011351106878439461
ISRG,2017,0.00813687929022557
KEYS,2022,0.012666251346869672
FOXA,2014,0.009561820015896325
SRE,2016,0.008250414491722147
HUM,2019,0.011371734824890877
ILMN,2014,0.01645695120925843
FDX,2013,0.00997028059962696
DIS,2020,0.01380099125777591
CHRW,2013,0.00808357569873617
TXT,2017,0.008093021694083017
AES,2020,0.017829672884860457
MCK,2014,0.00830563680090713
WMT,2013,0.006198907682036263
MDLZ,2017,0.006351298083240687
AXP,2015,0.007355553373029287
BMY,2015,0.010064280871775926
DPZ,2021,0.011488865912843697
DGX,2014,0.008618111908688822
AMZN,2020,0.013404375129230336
AMAT,2020,0.01672405572533318
FMC,2014,0.007439156283360778
MTB,2019,0.009023888237644613
BIIB,2022,0.0171287695841564
HAS,2021,0.010292604183551013
BXP,2018,0.007735922184437031
VRTX,2013,0.01649206569378349
VRSK,2014,0.00687732272989406
FDS,2020,0.014647394211428294
FISV,2018,0.007849474130119357
D,2019,0.006372107666257794
C,2022,0.01476727881790905
EMR,2015,0.008876197760386105
OMC,2018,0.012653164452427385
WYNN,2014,0.012938332178074217
ZBH,2014,0.007814061712115036
KMB,2013,0.006467243875083599
NFLX,2019,0.01327186411328786
IRM,2020,0.013804148492651096
GWW,2013,0.008348297345811717
EPAM,2022,0.02573896714769211
APTV,2019,0.011280406303730853
CL,2019,0.007048387337772669
PNR,2013,0.009264552090960951
TROW,2018,0.011482158097320923
DRI,2017,0.008334426999808811
ANTM,2020,0.01699076769144226
EIX,2021,0.009244189586975442
HON,2014,0.006233128766958552
AVB,2018,0.007792777078028539
LNT,2013,0.006739161354781331
INTU,2018,0.009471473311706112
FTV,2016,0.011531310018621762
BLK,2019,0.00784362619791953
EL,2016,0.00761327562102057
MO,2016,0.007212506466116248
NRG,2014,0.009946740527988841
IT,2019,0.008334700209223105
DE,2022,0.019032800031952485
IP,2017,0.007372097878228743
COF,2018,0.010187992314002206
AMZN,2014,0.010574056308571705
INTU,2014,0.008663634234133669
AEE,2014,0.008337385988070146
CMA,2015,0.011048287150301785
MKTX,2022,0.016087576932511893
SBAC,2015,0.009520320446775449
CAT,2022,0.015029167036815897
BRK.B,2017,0.004276201887837325
AMCR,2021,0.009210427342887647
ALB,2014,0.008364819726555743
LNT,2015,0.008072134135891694
AEE,2015,0.0087669511830596
INTC,2016,0.008059895166180654
RHI,2015,0.00827418403072754
SYK,2018,0.009535611543397255
PNW,2016,0.008188353094396554
PPL,2016,0.007828374192131261
HLT,2019,0.009008073512363247
AEE,2013,0.007441113598833767
APD,2017,0.005227232870661567
SEE,2015,0.010045206495205093
MMM,2020,0.011281743664348731
DHR,2020,0.012141858726990994
TEL,2018,0.010376674390082781
XEL,2018,0.007609785695625163
BBY,2019,0.01224715439179066
HII,2014,0.009633914774623605
ED,2018,0.006149363668271393
ABT,2018,0.009093156072487918
KMX,2019,0.010608496754696798
ARE,2022,0.010765996047247619
XOM,2020,0.01508084488591202
EBAY,2017,0.008551343645338324
CPRT,2020,0.014779732919084297
VLO,2015,0.014314995071583448
TECH,2019,0.011499896449394873
STT,2015,0.009085479538631624
BBWI,2019,0.017959683353160928
AKAM,2018,0.011016010319447543
CDNS,2017,0.008253124285348867
UAA,2016,0.012684058971116291
PKI,2017,0.006738601317359817
FIS,2022,0.017197235425290516
HBAN,2021,0.012337945578806716
CNP,2014,0.007760957157288973
HES,2014,0.009679168166125483
AVY,2022,0.013253293930571829
LW,2022,0.012620358014168439
CVS,2020,0.013113742359200953
IPGP,2022,0.020310458852293753
PPL,2018,0.00799690204563352
UPS,2016,0.0061672504393069545
DIS,2016,0.007013745817157409
BF.B,2014,0.007336117613340535
DG,2022,0.012697101020961265
CE,2022,0.012906589981051665
HII,2016,0.009921706317614336
CSX,2018,0.011982469290870535
PKG,2015,0.009679333299570625
IVZ,2019,0.011645241119170546
ALGN,2022,0.02112310814572609
DUK,2014,0.007206795792183595
MO,2017,0.006187120655939705
TSCO,2014,0.009618501611675318
URI,2015,0.014647117163519205
WHR,2015,0.010868846099957261
DISH,2017,0.009742198155817396
A,2016,0.00906163185701261
CL,2018,0.007362094152504262
CPRT,2022,0.013075004277076517
CTLT,2022,0.01595529767366078
LRCX,2022,0.020258072727011932
MRO,2019,0.014985856618152467
SPGI,2017,0.007027848127780423
DAL,2020,0.021085214071551207
GPN,2015,0.009811666540504778
COST,2017,0.0059644771238956005
LIN,2022,0.010808713256479162
LMT,2016,0.0067353483282381246
AMP,2013,0.009005622294864632
HSIC,2021,0.011425433000764611
SHW,2018,0.009662819406029997
ANSS,2017,0.008137436538193668
ANTM,2013,0.00964988539450579
APA,2022,0.029323028492920244
PYPL,2015,0.013505837901796174
BLK,2021,0.008740241286956314
DD,2020,0.016422854266603257
FFIV,2017,0.008306010575976191
BAC,2019,0.009488577886847972
COF,2016,0.010578026318099879
MCO,2018,0.010942460365988092
ACN,2015,0.0077014419275499854
RSG,2018,0.006201292998430583
EBAY,2022,0.015509527012562573
ADP,2021,0.008755162495704003
IRM,2019,0.00813551928981573
AIZ,2013,0.008475611855736274
GIS,2018,0.007130322529913855
CHD,2022,0.012391564604684609
CI,2013,0.009129994804643684
LUV,2016,0.012961336448768354
DG,2019,0.007865297128545381
MA,2022,0.018094141237485435
RHI,2013,0.00944008265957443
AWK,2021,0.00962351366718329
EQR,2022,0.011280007652903865
LLY,2014,0.008030615977420693
PFE,2017,0.005992007100431214
ETN,2014,0.007618956556984058
AVGO,2021,0.010561094898820041
IQV,2022,0.013037250529296496
AFL,2014,0.006292442769638845
BIO,2021,0.011437163818039383
DRE,2016,0.009433601562028427
FOXA,2016,0.011003243771247844
ADSK,2014,0.01081729991349716
TECH,2020,0.015551779051671582
EBAY,2020,0.01608966723624555
ALK,2021,0.015477191715270806
AVY,2013,0.008713730032606075
WAT,2014,0.007622081524613919
SBUX,2016,0.008184112197694257
IQV,2014,0.010127332210657316
XOM,2018,0.008503108773649369
MGM,2021,0.017817291865065147
NFLX,2021,0.011804450511749125
V,2013,0.008576272859503993
ES,2020,0.013929616982513349
PG,2017,0.0045097091623409165
BAC,2013,0.009221146044363152
IVZ,2021,0.014467738124965546
VZ,2017,0.006435299085485816
AEP,2017,0.005483683547430909
JCI,2018,0.012784505526753115
BA,2013,0.008909861549171465
KMB,2021,0.00833681020130589
DUK,2018,0.0060691237281614635
DFS,2021,0.013648859026207778
MTD,2014,0.00866300481083984
IPG,2017,0.00899702027434084
PRU,2015,0.009307638239727687
BRK.B,2018,0.008089866734460273
DAL,2018,0.012072832746885706
CMA,2014,0.008441004623241788
URI,2018,0.014837684503439856
MPC,2014,0.013324000762250442
TXN,2018,0.013469353008931588
NTRS,2014,0.008101591172320587
HAL,2020,0.023285092362072105
CF,2016,0.021932415140331608
DXC,2017,0.008610591755065067
NEE,2014,0.007881455846144613
SNPS,2015,0.008205522811340155
WMT,2016,0.007599935353332775
FFIV,2014,0.011957133990465545
LW,2020,0.017281448691568637
ALK,2017,0.010315588462720893
ESS,2022,0.012040850664322414
CCI,2014,0.007423828074417039
PRU,2016,0.010621354577356941
SYK,2016,0.00814001639147608
LKQ,2013,0.011103786178610192
CNP,2015,0.009343115329738166
ABBV,2016,0.011301901722923053
RMD,2016,0.008711149965585382
PLD,2018,0.008637423545067366
ROP,2018,0.008972514000430814
DVN,2015,0.01484588007684862
HAL,2016,0.014754173974443516
INTU,2015,0.009299636236751854
CTXS,2021,0.011965152772922483
ACN,2018,0.007980454129786898
CMI,2013,0.009814231517240084
CINF,2022,0.01319008427631774
ITW,2021,0.00743972523179801
INTU,2021,0.010769988353182297
JNPR,2016,0.011141988044656078
WAT,2017,0.007218198195439258
ANSS,2020,0.01585031675950665
XEL,2017,0.005298535059877486
ABT,2013,0.007514835429129656
SHW,2014,0.0077654013888643625
SBUX,2014,0.007238014251407087
UNP,2014,0.007756697533392397
PNR,2014,0.00791768929765059
DE,2019,0.009716681546324329
HRL,2015,0.007802191615088496
ADBE,2022,0.017215868140034566
INFO,2016,0.010746959070461398
HII,2013,0.00969883694661467
HCA,2016,0.011811689613564583
IDXX,2020,0.016884373868087246
AMP,2016,0.010645415219792632
BK,2013,0.008489739717769184
COST,2022,0.01343807366328698
LIN,2020,0.010923581447085355
APA,2017,0.01250619585302359
APTV,2017,0.006780881222699064
DD,2022,0.013233337896155946
STZ,2016,0.008539577721054546
CDNS,2021,0.012123938369443124
BSX,2018,0.012772563586355475
CL,2015,0.006469011805461456
ECL,2014,0.006547159874021333
RJF,2013,0.00833615014901135
WBA,2014,0.011353906537264698
HCA,2015,0.01274617658516858
DIS,2019,0.006856007979909521
NVDA,2014,0.01090385952898104
QCOM,2018,0.010205850737987774
TAP,2021,0.012721274627023094
EXC,2022,0.013075751139234771
CHRW,2017,0.007937445003331921
ABC,2022,0.012692182215077088
AMD,2018,0.02210290687663375
KMI,2018,0.00963477260589123
IPGP,2021,0.014333327948674148
XYL,2014,0.009086054584443438
EW,2014,0.01030659533842175
LUV,2014,0.012030461579559771
AEP,2013,0.006901088185314648
DG,2014,0.009377195604929557
CME,2020,0.014187068029397286
NTRS,2013,0.008286251857215814
ABT,2019,0.007620044161198508
DVA,2016,0.008056669588846658
LEN,2015,0.011699150969321398
AON,2016,0.006834986239906146
SLB,2015,0.01148870037859493
KEY,2021,0.012555416028340033
CPB,2022,0.011587745374749983
CSCO,2014,0.008212361496672994
GILD,2022,0.009410070860785215
CTXS,2016,0.010195927407406635
MRO,2014,0.009319143207706061
SRE,2017,0.0061230798652672485
SWK,2015,0.006996634993488613
FOXA,2020,0.017552777318117847
MMC,2017,0.005819473432835745
L,2016,0.006822848847959107
CL,2021,0.007028275103395308
AMT,2016,0.007892910257188492
GPN,2021,0.01131970804903446
F,2018,0.008686224489796193
C,2017,0.007999748948722749
ADP,2019,0.007159195268746371
GOOGL,2016,0.007529948843522585
AEE,2017,0.006033203541059879
BAX,2013,0.006447094320221795
ZBH,2015,0.008944463175163486
RE,2021,0.010257252050858796
KLAC,2016,0.007857644287462148
AXP,2019,0.007242893245884398
ALL,2019,0.006967021350573048
AJG,2013,0.0064610781777593804
MRK,2014,0.008266469763838227
CTAS,2020,0.01445047405732284
MCO,2014,0.008667136466806119
AAL,2013,0.016436517671220622
DPZ,2020,0.01465392376469634
CEG,2021,
EXPD,2015,0.009057634808578723
JPM,2019,0.007972460690947982
HON,2017,0.004809479291407724
AOS,2017,0.007257663191365513
LYB,2016,0.01220824458198396
L,2013,0.005170927292149669
CPB,2021,0.010144116351607026
VNO,2015,0.008193404173328846
BK,2017,0.006400234666208797
KLAC,2020,0.017224154703158457
COO,2018,0.012274394272495845
ILMN,2021,0.013614668428575696
UNH,2015,0.00990554281085874
MS,2021,0.011398344997178799
FIS,2014,0.006546148237696328
CAG,2019,0.01317924811186986
AES,2018,0.01104639139725611
GIS,2013,0.006118175976128663
COO,2013,0.009065439544518085
TDG,2014,0.008283624436914704
KO,2021,0.00624641100881984
ES,2015,0.008979602671732062
EQR,2020,0.015485710356956119
CTAS,2016,0.00715888618000762
UA,2018,0.02350101185313678
DLR,2016,0.010371783568163458
GRMN,2021,0.00826678806214072
ALK,2018,0.013645583058613055
AMAT,2021,0.015677850883513762
EA,2016,0.01165443282495569
GE,2020,0.019785622634064193
BBY,2022,0.019922249571773628
AXP,2017,0.0060098453100459704
GLW,2021,0.010024585215623598
EQR,2017,0.0058011461516970925
CVS,2015,0.007381417414524951
CTAS,2014,0.007413569648502339
MSI,2020,0.013918931040720058
FBHS,2018,0.009297639766557172
UDR,2018,0.007427212681637765
PEG,2013,0.007167307748462402
IDXX,2018,0.013229084455761968
ED,2017,0.005403254773972082
VRSN,2018,0.009519971707031708
HUM,2020,0.01621769176160322
JCI,2013,0.008598526231879396
DLTR,2014,0.008302073560597511
CTLT,2020,0.016011811631536303
CAH,2019,0.011483844497178314
DVN,2017,0.013091609848195776
GPC,2015,0.007028999778493608
AEE,2019,0.006852015595009893
CF,2020,0.019700984733253227
OXY,2015,0.010990629008369245
BSX,2014,0.010071191925419196
AEE,2020,0.013264317093087095
AJG,2018,0.0096411552304045
HOLX,2020,0.015094386691375769
SYY,2017,0.006434932631174769
CVS,2013,0.007935388728450064
CTXS,2018,0.009721322781137454
SHW,2013,0.009674297636321378
SO,2014,0.006939151582009388
BDX,2018,0.01026526465728219
CMG,2021,0.010195931302119658
IP,2015,0.008917640493589644
AMAT,2014,0.011083042408672514
HPQ,2018,0.011583582698585325
REGN,2013,0.016866928729911763
APTV,2020,0.01800648697465061
MTB,2016,0.009471946467756096
COF,2013,0.0075869076481495145
NCLH,2016,0.014723398914875542
LYB,2019,0.01054213996882345
EMN,2022,0.012918692964256462
ALGN,2013,0.013612688902245186
GE,2013,0.006504204577477228
PSX,2013,0.01299658062205624
PKG,2018,0.009126536603265895
AFL,2017,0.005768426679367458
MAA,2014,0.006567491221598266
FDX,2019,0.011084821764900728
YUM,2015,0.009892113415474961
GL,2022,0.012065956770844637
PGR,2014,0.0064142789223456355
AMP,2018,0.011821376982832367
ADSK,2017,0.010107131718896468
AMZN,2013,0.010267644365121543
EOG,2018,0.010602967612199338
KMB,2017,0.00642796869309704
DUK,2013,0.006202460548061337
BA,2015,0.008357622990381109
K,2017,0.006587661778339206
BAX,2022,0.009980039101961203
IBM,2019,0.006864481430583254
BAX,2015,0.00761652705727377
DOV,2016,0.011019173318636588
CI,2017,0.00834648906755094
CSCO,2018,0.012070945514865233
HST,2015,0.009860038164729329
NOC,2013,0.008156939229101106
PSA,2013,0.007729275966788387
DOW,2020,0.018107833126093893
JNPR,2022,0.012235396823085252
LYB,2014,0.009799038038139106
CDAY,2022,0.021847592572139713
CLX,2017,0.006235382940722728
MSFT,2014,0.007863919511193343
L,2014,0.005438373244813677
DUK,2015,0.007892173375981849
FB,2013,0.01572724778488649
GD,2021,0.008175510426588784
ED,2021,0.008699930747119437
CME,2018,0.01059073616011467
FRT,2015,0.008867452987458354
AME,2015,0.007885877326600586
CB,2014,0.005762736780288699
BBY,2015,0.011439969113045552
FOXA,2015,0.00920688940287813
MAS,2013,0.01397968075927557
D,2022,0.010600734439319559
FLT,2020,0.016258132706618127
MRK,2018,0.009467036111978244
HSY,2017,0.006185634171805775
MTCH,2020,0.022748745967458944
AMP,2021,0.010742516502215057
AMGN,2013,0.010855907168240758
ACN,2014,0.007298286045464651
KHC,2022,0.013876386100127142
LLY,2021,0.011989014374538967
DRI,2014,0.008811285121390103
CB,2016,0.006382195078657988
SBUX,2015,0.008413048308629696
VRSK,2018,0.006513660599230189
IVZ,2020,0.02166313287084531
BWA,2021,0.013180202149849099
DRE,2017,0.006590776742198999
IFF,2013,0.006825947852096856
AMAT,2013,0.010292721563907169
DRI,2021,0.012506504142466162
RHI,2016,0.01063433042467832
PNW,2015,0.008871871356541125
NWS,2019,0.00976716800119476
TXN,2016,0.00827700470139511
DISCK,2016,0.012902774664796057
KR,2019,0.010870158889166334
PXD,2017,0.011184589920692763
BIIB,2019,0.012108562367060835
ECL,2018,0.007449507022053356
PSX,2017,0.0072628205354379055
ILMN,2015,0.013850191207812794
FAST,2019,0.010397754550806604
KIM,2019,0.008849389233805781
UNP,2015,0.008983687472897213
NKE,2017,0.008126963730021563
SBUX,2018,0.008312462145394476
CNC,2014,0.012586085815752721
HRL,2019,0.008187839804844816
ENPH,2019,0.029625388387710942
AMZN,2021,0.009907280867487425
MRO,2015,0.015863808103058905
CMA,2013,0.009058393233037004
ETN,2017,0.007144431304953316
A,2018,0.009048398032652628
QRVO,2016,0.017257877814501804
IFF,2014,0.00680198949439755
SEE,2016,0.00979990304997243
BBY,2020,0.01600203716178783
PLD,2017,0.006926861715735457
CCI,2018,0.009491367258740899
TEL,2014,0.008032918557129426
CVX,2021,0.010225156655907489
PPG,2015,0.008071004092100856
SYK,2015,0.007564735787573544
DOW,2022,0.013264671645801253
TRV,2013,0.006145234927261867
KEY,2016,0.011960986797189472
IR,2015,0.008516729513170526
FBHS,2016,0.009873259810658326
MAR,2013,0.008566100441207439
FISV,2014,0.007210587523007957
MA,2014,0.008157211485439698
ORCL,2016,0.007646403078013181
IBM,2018,0.0081485020874977
GOOG,2014,0.0074324147272340595
CBOE,2014,0.010268168706519424
ABC,2013,0.007504944422333913
MAR,2021,0.01301508400622106
LH,2013,0.006749017927895553
AES,2014,0.009976985825328643
TAP,2020,0.016386509628072178
AVGO,2020,0.014316903523639457
DTE,2013,0.006573788301081178
LLY,2020,0.013680540557103483
DRE,2015,0.009552098178006592
VFC,2017,0.00838269738999602
V,2017,0.005373409903882905
NI,2017,0.006288070483240852
AON,2019,0.007626326026168217
EXR,2018,0.00875545509786962
XRAY,2015,0.008616684638415781
ARE,2017,0.0067352555822038475
COF,2019,0.009286166736918641
LMT,2014,0.007587065389207451
FDS,2022,0.0103414214872836
HAL,2019,0.015095872240618641
COO,2015,0.009976429292463647
CSX,2021,0.00942420808096943
HAS,2013,0.009305404897820474
HES,2015,0.014606907023508958
MLM,2018,0.011436144130129574
FRC,2020,0.01481388135305206
ZION,2013,0.010528296001402312
PCAR,2018,0.010296819317576608
BLK,2016,0.008961612046976356
CPB,2016,0.008624577219082271
MO,2019,0.009834425294736654
NUE,2016,0.011966492875084703
ALB,2020,0.021754097532715982
GS,2016,0.010676534473679085
INTC,2021,0.011013255668252583
SBAC,2013,0.008572057371704269
CSX,2015,0.011224976185819758
CDW,2022,0.013207144366246409
JNPR,2020,0.013328996202877518
AAPL,2019,0.009441615073333371
UAL,2016,0.015725063086600218
IEX,2021,0.008558233864140924
EXPE,2022,0.02336145219856793
T,2019,0.006991941631729869
SJM,2015,0.007735731217343081
HES,2018,0.014659466574920224
YUM,2013,0.008442292931457368
REG,2014,0.0073256674781065345
KMI,2020,0.014979311906381463
AWK,2019,0.007502715733646395
AJG,2015,0.006287186138328591
CSX,2013,0.008038542701746726
DVA,2020,0.016449901697702867
CTXS,2014,0.009932342266613972
WRK,2016,0.015130425654752474
WEC,2015,0.009351803832026082
PNC,2018,0.011352249630567676
O,2018,0.006247118719527041
QCOM,2017,0.008140400726881675
AMGN,2016,0.009285232259340923
DLR,2020,0.014616809554565473
ZION,2015,0.010763750641675476
K,2019,0.008232187764924105
IBM,2022,0.01111365923930921
VZ,2014,0.0061898535598367225
DHI,2013,0.016628913193759677
LDOS,2020,0.014505065452097446
EA,2013,0.015617146210312618
FITB,2014,0.007970688183840767
HAL,2017,0.010237178577202785
AME,2018,0.008287798962611443
AKAM,2014,0.011451596000341912
MSCI,2019,0.010726146288765621
INTC,2015,0.010899991112296383
WM,2014,0.005783474753389916
BXP,2016,0.00842540078544941
DTE,2017,0.005282219038414793
AFL,2013,0.007660602595776458
HII,2017,0.007631675634668018
MHK,2018,0.0078079944650269704
AZO,2014,0.007357957942045574
UPS,2017,0.005849489003456005
DAL,2021,0.01412002329051853
BMY,2017,0.00901605384017076
INCY,2016,0.02094490842435231
MCD,2019,0.005931345455550636
ES,2016,0.008135776427423741
LEN,2016,0.010453836071843432
RE,2015,0.006912731962329079
UHS,2018,0.011208213487264581
CARR,2021,0.01146008662792014
EA,2019,0.013137870569021829
MPC,2018,0.011117112639107817
PG,2016,0.006263357686658281
ROST,2018,0.009814629752136424
DHR,2018,0.00932102585659954
BEN,2013,0.008657453344840832
PFE,2015,0.008628102481985575
STX,2018,0.018815986485967582
PHM,2015,0.012397129439699188
WMT,2015,0.00681679164322159
FRT,2018,0.006760338515844103
APH,2021,0.008333764791274755
PHM,2014,0.011916397073081694
KO,2020,0.01040646179342457
IPG,2015,0.00878346940195654
AAPL,2018,0.00919905837450854
WRK,2015,0.01575931024290925
AES,2015,0.011527551455496322
PEG,2018,0.008586142358082187
TJX,2017,0.0075003941348423565
UAL,2017,0.011067103740840883
GWW,2020,0.013863692670331018
LMT,2017,0.005249201400783243
MRK,2013,0.0076063702542899245
MOS,2014,0.007861141461681936
CF,2018,0.0145222230997198
BMY,2014,0.009480805621805576
MSI,2015,0.007637845499210379
CFG,2015,0.010440089123681861
BA,2022,0.018660626944198736
ITW,2017,0.00600946995048496
ROP,2014,0.00677445091316937
HAS,2019,0.010426400648635434
CMA,2016,0.012537123546885796
EXPD,2022,0.01093026556877389
KIM,2013,0.007542798610856253
ORLY,2014,0.007965632763104562
DLTR,2017,0.010891245679194365
CB,2015,0.007129723256279769
CINF,2017,0.006245229818117612
RSG,2013,0.00660317204776398
IFF,2018,0.006348133028205858
WY,2014,0.007290374788655932
GOOGL,2013,0.007155420558064912
COST,2014,0.005631404870471732
BDX,2014,0.006292515988606185
LUV,2018,0.01006891946530752
VRTX,2018,0.011940031085398525
AVGO,2014,0.012347056598150899
MMC,2015,0.0066057048518750215
VMC,2014,0.010434437240304694
MRNA,2020,0.03412007904484112
C,2014,0.007948563825946709
CHRW,2022,0.01577173610092785
EXC,2014,0.010339810452636657
CME,2021,0.008883365130978291
WRB,2020,0.014130672084976061
EQR,2014,0.007078434212349082
FBHS,2022,0.013651039260831777
TMO,2017,0.006367977039135302
NFLX,2014,0.013406429002595869
BEN,2019,0.009594362112791736
DRI,2019,0.008583248905103733
MSFT,2015,0.010309711394843888
NWL,2016,0.009969937090103421
ATVI,2020,0.014490507182691268
DOW,2021,0.011829408879408695
PGR,2018,0.009905906044928758
D,2013,0.006959134619815874
AAP,2020,0.014429205956985687
AKAM,2016,0.012526138510534727
DFS,2015,0.007587332201257392
ISRG,2019,0.010429576320970801
GRMN,2017,0.007586816873084726
CMI,2016,0.011765744008915507
ALK,2019,0.010433130779179458
MKTX,2020,0.018482708715352392
CMG,2020,0.014909982673028154
HSIC,2016,0.008018631611734158
JBHT,2015,0.008482458629580776
KMX,2021,0.013415290022823
JNJ,2014,0.005368826084783552
FDX,2021,0.01002538652361356
EXPD,2017,0.007078964448070417
COO,2017,0.007824197206365286
APA,2019,0.01797787721396262
FRT,2013,0.007277770421630873
BRO,2022,0.012405877267216097
BA,2020,0.021050488310911504
IT,2021,0.011361442989374812
LNT,2018,0.006877671581576509
CHTR,2015,0.012317565579655913
KHC,2019,0.00940671884379892
NCLH,2018,0.012905049295891867
FAST,2022,0.01056441292923652
CERN,2015,0.009766801359344742
ADSK,2015,0.01131283932839314
VNO,2014,0.00680140587412296
ALB,2019,0.012439697431680736
FFIV,2013,0.012205394383459502
MRO,2021,0.02265353995082724
IBM,2021,0.008591827011451381
TSCO,2013,0.010041959319688697
DRI,2015,0.009527527167187947
CSX,2014,0.008726730469447401
CNP,2013,0.00839474054098467
EW,2017,0.00829006552645868
SPGI,2018,0.012196679161652582
NEE,2016,0.0077460220840824545
MDLZ,2019,0.006961944734466201
INTC,2017,0.007042468607443083
NOC,2015,0.00835346856775165
CRL,2019,0.010461138811525869
BDX,2013,0.006180259740547798
CF,2014,0.010825615085488294
BEN,2018,0.01050212600786836
ARE,2014,0.007172790315617175
AEP,2016,0.0077663867629294845
CME,2014,0.008799333320529436
KR,2021,0.014634427001168382
KLAC,2022,0.021473540591112963
APH,2019,0.007797138220553024
EBAY,2016,0.011080894634715996
CMCSA,2018,0.013008302698492916
HSIC,2019,0.010872668909338115
SYY,2014,0.006133774618221729
DLR,2015,0.008956900413196304
BR,2020,0.011927872292788248
GNRC,2021,0.018090067421351504
AIZ,2022,0.01291013985703611
SEE,2014,0.009998447651353864
YUM,2017,0.006066457014449038
MTCH,2021,0.01725147442847036
AAL,2014,0.017697751809671532
CB,2022,0.012153297287310256
DXC,2020,0.024609781242559844
FAST,2016,0.010007387118006167
GM,2018,0.012134148515204344
PNC,2013,0.007334187355713537
FOX,2018,0.013361676507557537
ETSY,2019,0.018102064487116747
VFC,2016,0.009840782929315188
HUM,2018,0.013204360807687098
USB,2013,0.006189031890869615
NWS,2022,0.016585728978368457
EA,2020,0.013448552124773586
EXC,2017,0.006778602926095456
GOOG,2022,0.012600752446173834
APA,2015,0.01672019508393802
ZTS,2018,0.009039262962869084
NLSN,2013,0.008903848576275327
VRTX,2014,0.017633624561660066
CMI,2015,0.00817474229375039
GPC,2020,0.014462209847986062
ALLE,2020,0.014950519578387715
AWK,2018,0.007016704152723715
GS,2014,0.007376457299978476
EQR,2018,0.006844479913533638
DRI,2020,0.019585311751441077
AMT,2019,0.008237628112688036
HWM,2022,0.019248838625307522
CCL,2013,0.007967558842530196
TJX,2013,0.00740166930063011
AIZ,2019,0.008285677446022408
DIS,2021,0.009220451953297008
EW,2013,0.009475690231563532
DLR,2021,0.010022156796284695
LKQ,2015,0.009468474061326533
MRK,2016,0.0076063341635892266
AZO,2020,0.01348593029722187
UPS,2014,0.005644673637233391
CPB,2018,0.008690852774483124
CL,2013,0.006493418018736874
STT,2017,0.007898511021424944
HRL,2016,0.009218201038162677
DUK,2017,0.004920843923027963
CSX,2022,0.015205409899486835
PEAK,2021,0.009586874872280347
GPN,2018,0.010113500145789869
CTSH,2014,0.0096367338895093
WYNN,2016,0.0173637031633188
RJF,2015,0.008267072572402142
GOOGL,2014,0.006823323710537116
GLW,2019,0.009157395978163778
DISCK,2021,0.021025030100710676
IDXX,2017,0.009084727263411814
CARR,2022,0.013462451809275307
MHK,2013,0.01262698242927956
GM,2017,0.00863880821229195
PBCT,2016,0.009589143556666364
AAL,2019,0.014320346684060365
ZTS,2014,0.008734829360811757
AAPL,2014,0.008597305812040898
ISRG,2015,0.00984820228123162
FISV,2016,0.007949519806206508
DISH,2018,0.01171173070218817
FLT,2021,0.010805185328401275
A,2017,0.006754761122940671
GRMN,2016,0.010503564269453087
BLL,2019,0.010490723413776742
INFO,2018,0.008359703781032643
CVS,2014,0.006924466888062028
DRE,2021,0.009162165721499591
HD,2018,0.01100541043827314
LHX,2021,0.00888658527432943
CDNS,2018,0.011582441094713326
XOM,2017,0.00463486053145981
ALGN,2014,0.012118996790436293
EMR,2018,0.010412247444449789
PPL,2014,0.007565324906941099
WHR,2014,0.0112818633932105
WBA,2018,0.012186452388873347
DVN,2021,0.022596190395351153
ITW,2018,0.009337655851331993
LNT,2021,0.008546686705028023
LYB,2021,0.012838069762676055
SPG,2018,0.007639352684305218
FFIV,2021,0.011418428647880998
CME,2016,0.00793268642792861
EXPE,2017,0.009032483575918494
AVGO,2022,0.016455277237454043
CARR,2020,0.021962122391465663
ADM,2013,0.00946021027989987
ETN,2018,0.010263043958878663
COF,2021,0.013115641266881665
ALK,2014,0.012785104451189225
HPQ,2021,0.013936908484300159
REGN,2015,0.014406515405638604
LVS,2019,0.010667633479872912
TGT,2015,0.008041115089526839
DISH,2021,0.014701154872047914
HES,2017,0.012494965651603438
EQIX,2022,0.012230538589213713
MMC,2016,0.0063924294395425975
PSA,2017,0.007779703603240265
GPC,2022,0.01188081108071761
ZBH,2013,0.008254723787551257
IPG,2022,0.019010401347365005
